GEM unit/phase ID,GEM location ID,Country,Wiki URL,Plant name,Unit name,Plant name (local),Plant name (other),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Previous Region,Latitude,Longitude,Location accuracy,Permits (Detail),Permits (Main Date Only),Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Financier,Financier Public or Private,Financier Type,Domestic/International,Financier Country,Advisor,Type of Finance,Equity Partnership,Units Included,Financing Status,Repaid?,Close Date,Close Year,All Finance This Plant,This Financier's Total Share,This Financier's Unit Share,EPC Company,Insurance,Equipment (GENMFR),TurbMFR,BoilerMFR
G100000100281,L100000102318,India,https://www.gem.wiki/Anuppur_Thermal_Power_Project,Anuppur Thermal Power Project,Phase 1 Unit 2,,,Hindustan Powerprojects [100%],Blackstone Inc,625,operating,2016,,,subcritical,Unknown,"SECL, Bilaspur",,Jethari,Jaithari,Annupur,Madhya Pradesh,Southern Asia,Asia,South Asia,23.073731,81.784286,exact,"May 28, 2010 – Environmental Clearance","Year: 2010, Month: 5, Day: 28",,,,"8,702","96,100",53.00%,2.6,84.5,State Bank of Patiala,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,"1,2",Closed,,November 2009,2009,"$979,608,735.00","$13,616,303.00","$6,808,151.50",,,,,
G100000110183,L100000102432,India,https://www.gem.wiki/Tiroda_Thermal_Power_Project,Tiroda Thermal Power Project,Phase I Unit 2,,"Tiroda-1 Thermal Power Project Unit 1 (Phase I Unit 1), Tiroda-1 Thermal Power Project Unit 2 (Phase I Unit 2), Tiroda-2 Thermal Power Project Unit 1 (Phase II Unit 3), Tiroda-3 Thermal Power Project Unit 1 (Phase III Unit 4), Tiroda-3 Thermal Power Project Unit 2 (Phase III Unit 5)",Adani Power [100%],Adani Power [100.0%],660,operating,2013,,,supercritical,bituminous,,,Tiroda,Tiroda,Gondia,Maharashtra,Southern Asia,Asia,South Asia,21.412502,79.96731,exact,"May 29, 2008 – Environmental Clearance","Year: 2008, Month: 5, Day: 29",,,,"9,250","94,600",53.00%,2.8,84.9,State Bank of Patiala,Private,Government-owned commercial institution,Domestic,India,SBI Capital,loan,,"1,2",Closed,,1/30/2009,2009,"$2,066,000,000.00","$28,056,489.00","$14,028,244.50",,,,,
G100000114696,L100000104312,Vietnam,https://www.gem.wiki/Pha_Lai_Power_Complex,Pha Lai Power Complex,Phase III,,,Pha Lai Thermal Power [100%],Pha Lai Thermal Power [100.0%],660,shelved,,,,Unknown,anthracite,,,,Pha Lai,Chi Linh,Hai Duong,South-eastern Asia,Asia,SE Asia,21.117004,106.308581,exact,,,,,,"8,605","98,300",53.00%,2.7,109.4,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000101695,L100000104344,Vietnam,https://www.gem.wiki/Cong_Thanh_power_station,Cong Thanh power station,Unit 1,,,Cong Thanh Thermal Power [100%],Cong Thanh Thermal Power [100.0%],330,cancelled,,,,Unknown,bituminous,,,,Nghi Son Economic Zone,Tinh Gia,Thanh Hoa,South-eastern Asia,Asia,SE Asia,19.358,105.779,exact,,,,,,"9,466","94,600",53.00%,1.4,57.9,Vietcombank,Private,Government-owned commercial institution,International,Vietnam,N/A,loan,,"1,2",Stopped,,,,"$569,164,818.00","$455,331,854.00","$227,665,927.00","Central South Research Institute, Energy Construction Guangdong Thermal Power Consortium",,,,
G100000101696,L100000104344,Vietnam,https://www.gem.wiki/Cong_Thanh_power_station,Cong Thanh power station,Unit 2,,,Cong Thanh Thermal Power [100%],Cong Thanh Thermal Power [100.0%],330,cancelled,,,,Unknown,bituminous,,,,Nghi Son Economic Zone,Tinh Gia,Thanh Hoa,South-eastern Asia,Asia,SE Asia,19.358,105.779,exact,,,,,,"9,466","94,600",53.00%,1.4,57.9,Vietcombank,Private,Government-owned commercial institution,International,Vietnam,N/A,loan,,"1,2",Stopped,,,,"$569,164,818.00","$455,331,854.00","$227,665,927.00","Central South Research Institute, Energy Construction Guangdong Thermal Power Consortium",,,,
G100000109954,L100000102822,Indonesia,https://www.gem.wiki/Tanjung_Jati_A_power_station,Tanjung Jati A power station,Unit 1,,坦竣A电站,Bakrie Power; PT Tanjung Jati Power,Bakrie Power; PT Tanjung Jati Power,660,cancelled,2025,,,Unknown,subbituminous,,,Pengarengan,Pangenan,Cirebon,West Java,South-eastern Asia,Asia,SE Asia,-6.768519,108.6451913,exact,,,,,,"8,605","96,100",53.00%,2.7,106.9,TBD,N/A,Unknown,International,N/A,Evercore,bond,,"1,2",Stopped,,,,"$2,200,000,000.00",N/A,N/A,"China Construction Third Engineering Bureau, Harbin Electric",,,,
G100000109955,L100000102822,Indonesia,https://www.gem.wiki/Tanjung_Jati_A_power_station,Tanjung Jati A power station,Unit 2,,坦竣A电站,Bakrie Power; PT Tanjung Jati Power,Bakrie Power; PT Tanjung Jati Power,660,cancelled,2026,,,Unknown,subbituminous,,,,,Cirebon,West Java,South-eastern Asia,Asia,SE Asia,-6.768519,108.6451913,exact,,,,,,"8,605","96,100",53.00%,2.7,106.9,TBD,N/A,Unknown,International,N/A,Evercore,bond,,"1,2",Stopped,,,,"$2,200,000,000.00",N/A,N/A,"China Construction Third Engineering Bureau, Harbin Electric",,,,
G100000101695,L100000104344,Vietnam,https://www.gem.wiki/Cong_Thanh_power_station,Cong Thanh power station,Unit 1,,,Cong Thanh Thermal Power [100%],Cong Thanh Thermal Power [100.0%],330,cancelled,,,,Unknown,bituminous,,,,Nghi Son Economic Zone,Tinh Gia,Thanh Hoa,South-eastern Asia,Asia,SE Asia,19.358,105.779,exact,,,,,,"9,466","94,600",53.00%,1.4,57.9,Cong Thanh Group,Private,Privately-owned commercial institution,Domestic,Vietnam,N/A,equity,,"1,2",Stopped,,,,"$569,164,818.00","$56,916,481.00","$28,458,240.50","Central South Research Institute, Energy Construction Guangdong Thermal Power Consortium",,,,
G100000101696,L100000104344,Vietnam,https://www.gem.wiki/Cong_Thanh_power_station,Cong Thanh power station,Unit 2,,,Cong Thanh Thermal Power [100%],Cong Thanh Thermal Power [100.0%],330,cancelled,,,,Unknown,bituminous,,,,Nghi Son Economic Zone,Tinh Gia,Thanh Hoa,South-eastern Asia,Asia,SE Asia,19.358,105.779,exact,,,,,,"9,466","94,600",53.00%,1.4,57.9,Cong Thanh Group,Private,Privately-owned commercial institution,Domestic,Vietnam,N/A,equity,,"1,2",Stopped,,,,"$569,164,818.00","$56,916,481.00","$28,458,240.50","Central South Research Institute, Energy Construction Guangdong Thermal Power Consortium",,,,
G100000113824,L100000104369,Malawi,https://www.gem.wiki/Rukuru_power_station,Rukuru power station,Phase I Unit 1,,"Rukuru Coal Project, Rukuru Coal Fired Power Project",Rukuru Power [100%],Mchenga Coal Mines,50,pre-permit,,,,subcritical,Unknown,Mchenga Coal Mine,,Mzuzu,,,Northern,Sub-Saharan Africa,Africa,Africa and Middle East,-11.45807,34.015131,approximate,,,,,,"10,442","96,100",53.00%,0.2,9.8,TBD,N/A,Unknown,International,N/A,,loan,,1,Stopped,,,,"$287,000,000.00",,,Hubei Electric Power Construction Engineering Co,,,,
G100000114019,L100000104497,Bangladesh,https://www.gem.wiki/Phulbari_power_station_(China_Gezhouba),Phulbari power station (China Gezhouba),Unit 1,,,China Energy Engineering; GCM Resources,China Energy Engineering; GCM Resources,1000,cancelled,,,,ultra-supercritical,Unknown,Phulbari coal mine,,Phulbari,,Dinajpur,Rangpur,Southern Asia,Asia,South Asia,25.946873,89.55324,approximate,,,,,,"8,272","96,100",53.00%,3.9,155.8,TBD,N/A,Unknown,International,N/A,Northland Capital Partners,loan,,"1,2",Stopped,,,,"$3,800,000,000.00",,,China Gezhouba Group International Engineering,,,,
G100000114245,L100000104497,Bangladesh,https://www.gem.wiki/Phulbari_power_station_(China_Gezhouba),Phulbari power station (China Gezhouba),Unit 2,,,China Energy Engineering; GCM Resources,China Energy Engineering; GCM Resources,1000,cancelled,,,,ultra-supercritical,Unknown,Phulbari coal mine,,Phulbari,,Dinajpur,Rangpur,Southern Asia,Asia,South Asia,25.946873,89.55324,approximate,,,,,,"8,272","96,100",53.00%,3.9,155.8,TBD,N/A,Unknown,International,N/A,Northland Capital Partners,loan,,"1,2",Stopped,,,,"$3,800,000,000.00",,,China Gezhouba Group International Engineering,,,,
G100000101695,L100000104344,Vietnam,https://www.gem.wiki/Cong_Thanh_power_station,Cong Thanh power station,Unit 1,,,Cong Thanh Thermal Power [100%],Cong Thanh Thermal Power [100.0%],330,cancelled,,,,Unknown,bituminous,,,,Nghi Son Economic Zone,Tinh Gia,Thanh Hoa,South-eastern Asia,Asia,SE Asia,19.358,105.779,exact,,,,,,"9,466","94,600",53.00%,1.4,57.9,Cong Thanh Thermal Power Joint Stock Company,Private,Privately-owned commercial institution,Domestic,Vietnam,N/A,equity,,"1,2",Stopped,,,,"$569,164,818.00","$56,916,481.00","$28,458,240.50","Central South Research Institute, Energy Construction Guangdong Thermal Power Consortium",,,,
G100000110184,L100000102432,India,https://www.gem.wiki/Tiroda_Thermal_Power_Project,Tiroda Thermal Power Project,Phase II Unit 3,,"Tiroda-1 Thermal Power Project Unit 1 (Phase I Unit 1), Tiroda-1 Thermal Power Project Unit 2 (Phase I Unit 2), Tiroda-2 Thermal Power Project Unit 1 (Phase II Unit 3), Tiroda-3 Thermal Power Project Unit 1 (Phase III Unit 4), Tiroda-3 Thermal Power Project Unit 2 (Phase III Unit 5)",Adani Power [100%],Adani Power [100.0%],660,operating,2013,,,supercritical,bituminous,Domestic SICL,,Tiroda,Tiroda,Gondia,Maharashtra,Southern Asia,Asia,South Asia,21.412502,79.96731,exact,"April 22, 2010 – Environmental Clearance; Environmental Clearance Amendment: 2014-03-13","Year: 2010, Month: 4, Day: 22",,,,"9,250","94,600",53.00%,2.8,84.9,State Bank of Travancore,Private,Government-owned commercial institution,Domestic,India,SBI Capital,loan,,3,Closed,,9/16/2009,2009,"$2,066,000,000.00","$10,053,558.00","$10,053,558.00",,,,,
G100000110183,L100000102432,India,https://www.gem.wiki/Tiroda_Thermal_Power_Project,Tiroda Thermal Power Project,Phase I Unit 2,,"Tiroda-1 Thermal Power Project Unit 1 (Phase I Unit 1), Tiroda-1 Thermal Power Project Unit 2 (Phase I Unit 2), Tiroda-2 Thermal Power Project Unit 1 (Phase II Unit 3), Tiroda-3 Thermal Power Project Unit 1 (Phase III Unit 4), Tiroda-3 Thermal Power Project Unit 2 (Phase III Unit 5)",Adani Power [100%],Adani Power [100.0%],660,operating,2013,,,supercritical,bituminous,,,Tiroda,Tiroda,Gondia,Maharashtra,Southern Asia,Asia,South Asia,21.412502,79.96731,exact,"May 29, 2008 – Environmental Clearance","Year: 2008, Month: 5, Day: 29",,,,"9,250","94,600",53.00%,2.8,84.9,Syndicate Bank,Private,Government-owned commercial institution,Domestic,India,SBI Capital,loan,,"1,2",Closed,,1/30/2009,2009,"$2,066,000,000.00","$13,402,082.00","$6,701,041.00",,,,,
G100000114688,L100000103520,Sri Lanka,https://www.gem.wiki/Lakvijaya_Power_Plant,Lakvijaya Power Plant,Unit 5,,"Norocholai Power Station, Puttalam Coal Plant, Norochcholai Coal Power Plant",Ceylon Electricity [100%],Ceylon Electricity [100.0%],300,cancelled,2026,,,subcritical,Unknown,,,Norocholai,,Puttalam,North Western,Southern Asia,Asia,South Asia,8.0172,79.7225,exact,,,,,,"9,572","96,100",53.00%,1.4,54.1,TBD,N/A,Unknown,International,N/A,,,,5,Unknown,,,,,,,,,,,
G100000114856,L100000104773,Botswana,https://www.gem.wiki/Morupule_IPP,Morupule IPP,Unit 2,,,Energy & Natural Resource [100%],Strata Energy Minerals and Resources Pty Ltd,150,cancelled,,,,supercritical,bituminous,Morupule coalfield,,Palapye,,,Central,Sub-Saharan Africa,Africa,Africa and Middle East,-22.55,27.133333,approximate,,,,,,"10,091","94,600",53.00%,0.7,28.1,TBD,N/A,Unknown,International,N/A,,loan,,,Stopped,,,,,,,China Gezhouba Group Company Limited,,,,
G100000114857,L100000104773,Botswana,https://www.gem.wiki/Morupule_IPP,Morupule IPP,Unit 3,,,Energy & Natural Resource [100%],Strata Energy Minerals and Resources Pty Ltd,150,cancelled,,,,supercritical,bituminous,Morupule coalfield,,Palapye,,,Central,Sub-Saharan Africa,Africa,Africa and Middle East,-22.55,27.133333,approximate,,,,,,"10,091","94,600",53.00%,0.7,28.1,TBD,N/A,Unknown,International,N/A,,loan,,,Stopped,,,,,,,China Gezhouba Group Company Limited,,,,
G100000114858,L100000104773,Botswana,https://www.gem.wiki/Morupule_IPP,Morupule IPP,Unit 4,,,Energy & Natural Resource [100%],Strata Energy Minerals and Resources Pty Ltd,150,cancelled,,,,supercritical,bituminous,Morupule coalfield,,Palapye,,,Central,Sub-Saharan Africa,Africa,Africa and Middle East,-22.55,27.133333,approximate,,,,,,"10,091","94,600",53.00%,0.7,28.1,TBD,N/A,Unknown,International,N/A,,loan,,,Stopped,,,,,,,China Gezhouba Group Company Limited,,,,
G100000105509,L100000102476,India,https://www.gem.wiki/Kamalanga_power_station,Kamalanga power station,Phase I Unit 1,,,GMR Energy [100%],GMR Generation Assets Ltd [36.1%]; Power and Energy International (Mauritius) Ltd [30.0%]; GMR Airports Infrastructure Ltd [12.2%]; Claymore Investments (Mauritius) Pte Ltd [11.7%],350,operating,2013,,,subcritical,bituminous,"Rampia coal blocks, Ib Valley",,Kamalanga,Odapada,Dhenkanal,Odisha,Southern Asia,Asia,South Asia,20.870576,85.266979,exact,"February 5, 2008 – Environmental Clearance","Year: 2008, Month: 2, Day: 5",,,,"10,442","94,600",53.00%,1.7,50.8,UCO Bank,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1-4,Closed,Y,5/26/2009,2009,"$1,482,540,000.00","$55,520,000.00","$13,880,000.00",,,,,
G100000105510,L100000102476,India,https://www.gem.wiki/Kamalanga_power_station,Kamalanga power station,Phase I Unit 2,,,GMR Energy [100%],GMR Generation Assets Ltd [36.1%]; Power and Energy International (Mauritius) Ltd [30.0%]; GMR Airports Infrastructure Ltd [12.2%]; Claymore Investments (Mauritius) Pte Ltd [11.7%],350,operating,2013,,,subcritical,bituminous,"Rampia coal blocks, Ib Valley",,Kamalanga,Odapada,Dhenkanal,Odisha,Southern Asia,Asia,South Asia,20.870576,85.266979,exact,"February 5, 2008 – Environmental Clearance","Year: 2008, Month: 2, Day: 5",,,,"10,442","94,600",53.00%,1.7,50.8,UCO Bank,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1-4,Closed,Y,5/26/2009,2009,"$1,482,540,000.00","$55,520,000.00","$13,880,000.00",,,,,
G100000105511,L100000102476,India,https://www.gem.wiki/Kamalanga_power_station,Kamalanga power station,Phase I Unit 3,,,GMR Energy [100%],GMR Generation Assets Ltd [36.1%]; Power and Energy International (Mauritius) Ltd [30.0%]; GMR Airports Infrastructure Ltd [12.2%]; Claymore Investments (Mauritius) Pte Ltd [11.7%],350,operating,2014,,,subcritical,bituminous,"Rampia coal blocks, Ib Valley",,Kamalanga,Odapada,Dhenkanal,Odisha,Southern Asia,Asia,South Asia,20.870576,85.266979,exact,"February 5, 2008 – Environmental Clearance","Year: 2008, Month: 2, Day: 5",,,,"9,572","94,600",53.00%,1.6,48.1,UCO Bank,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1-4,Closed,Y,5/26/2009,2009,"$1,482,540,000.00","$55,520,000.00","$13,880,000.00",,,,,
G100000105512,L100000102476,India,https://www.gem.wiki/Kamalanga_power_station,Kamalanga power station,Phase II Unit 4,,,GMR Energy [100%],GMR Generation Assets Ltd [36.1%]; Power and Energy International (Mauritius) Ltd [30.0%]; GMR Airports Infrastructure Ltd [12.2%]; Claymore Investments (Mauritius) Pte Ltd [11.7%],350,pre-permit,,,,subcritical,Unknown,,,Kamalanga,Odapada,Dhenkanal,Odisha,Southern Asia,Asia,South Asia,20.870576,85.266979,exact,"November 30, 2022 – Environmental Clearance Extension; Fresh Terms of Reference: 2024-01-06; Environmental Clearance Extension: 2019-04-11","Year: 2022, Month: 11, Day: 30",,,,"9,572","96,100",53.00%,1.6,63.1,UCO Bank,Private,Government-owned commercial institution,Domestic,India,N/A,loan,,1-4,Closed,,5/26/2009,2009,"$1,482,540,000.00","$55,520,000.00","$13,880,000.00",,,,,
G100000110183,L100000102432,India,https://www.gem.wiki/Tiroda_Thermal_Power_Project,Tiroda Thermal Power Project,Phase I Unit 2,,"Tiroda-1 Thermal Power Project Unit 1 (Phase I Unit 1), Tiroda-1 Thermal Power Project Unit 2 (Phase I Unit 2), Tiroda-2 Thermal Power Project Unit 1 (Phase II Unit 3), Tiroda-3 Thermal Power Project Unit 1 (Phase III Unit 4), Tiroda-3 Thermal Power Project Unit 2 (Phase III Unit 5)",Adani Power [100%],Adani Power [100.0%],660,operating,2013,,,supercritical,bituminous,,,Tiroda,Tiroda,Gondia,Maharashtra,Southern Asia,Asia,South Asia,21.412502,79.96731,exact,"May 29, 2008 – Environmental Clearance","Year: 2008, Month: 5, Day: 29",,,,"9,250","94,600",53.00%,2.8,84.9,UCO Bank,Private,Government-owned commercial institution,Domestic,India,SBI Capital,loan,,"1,2",Closed,,1/30/2009,2009,"$2,066,000,000.00","$26,134,060.00","$13,067,030.00",,,,,
G100000110184,L100000102432,India,https://www.gem.wiki/Tiroda_Thermal_Power_Project,Tiroda Thermal Power Project,Phase II Unit 3,,"Tiroda-1 Thermal Power Project Unit 1 (Phase I Unit 1), Tiroda-1 Thermal Power Project Unit 2 (Phase I Unit 2), Tiroda-2 Thermal Power Project Unit 1 (Phase II Unit 3), Tiroda-3 Thermal Power Project Unit 1 (Phase III Unit 4), Tiroda-3 Thermal Power Project Unit 2 (Phase III Unit 5)",Adani Power [100%],Adani Power [100.0%],660,operating,2013,,,supercritical,bituminous,Domestic SICL,,Tiroda,Tiroda,Gondia,Maharashtra,Southern Asia,Asia,South Asia,21.412502,79.96731,exact,"April 22, 2010 – Environmental Clearance; Environmental Clearance Amendment: 2014-03-13","Year: 2010, Month: 4, Day: 22",,,,"9,250","94,600",53.00%,2.8,84.9,UCO Bank,Private,Government-owned commercial institution,Domestic,India,SBI Capital,loan,,3,Closed,,9/16/2009,2009,"$2,066,000,000.00","$41,555,549.00","$41,555,549.00",,,,,
G100000106780,L100000103432,South Africa,https://www.gem.wiki/Medupi_power_station,Medupi power station,Unit 1,,,Eskom Holdings SOC [100%],Eskom Holdings SOC [100.0%],794.8,operating,2021,,2071,supercritical,bituminous,Grootegeluk coal mine,,Lephalale,,,Limpopo,Sub-Saharan Africa,Africa,Africa and Middle East,-23.704973,27.563839,exact,,,,,,"8,409","94,600",53.00%,3.1,151.8,UniCredit,Private,Privately-owned commercial institution,International,Italy,,loan,,1-6,Closed,,5/22/2009,2009,"$7,727,774,095.00","$103,140,000.00","$17,190,000.00",,,,,
G100000106781,L100000103432,South Africa,https://www.gem.wiki/Medupi_power_station,Medupi power station,Unit 2,,,Eskom Holdings SOC [100%],Eskom Holdings SOC [100.0%],794.8,operating,2019,,2069,supercritical,bituminous,Grootegeluk coal mine,,Lephalale,,,Limpopo,Sub-Saharan Africa,Africa,Africa and Middle East,-23.704973,27.563839,exact,,,,,,"8,409","94,600",53.00%,3.1,145.6,UniCredit,Private,Privately-owned commercial institution,International,Italy,,loan,,1-6,Closed,,5/22/2009,2009,"$7,727,774,095.00","$103,140,000.00","$17,190,000.00",,,,,
G100000106782,L100000103432,South Africa,https://www.gem.wiki/Medupi_power_station,Medupi power station,Unit 3,,,Eskom Holdings SOC [100%],Eskom Holdings SOC [100.0%],794.8,operating,2019,,2068,supercritical,bituminous,Grootegeluk coal mine,,Lephalale,,,Limpopo,Sub-Saharan Africa,Africa,Africa and Middle East,-23.704973,27.563839,exact,,,,,,"8,409","94,600",53.00%,3.1,142.5,UniCredit,Private,Privately-owned commercial institution,International,Italy,,loan,,1-6,Closed,,5/22/2009,2009,"$7,727,774,095.00","$103,140,000.00","$17,190,000.00",,,,,
G100000110063,L100000103154,Pakistan,https://www.gem.wiki/Thar_Block_VI_power_station,Thar Block VI power station,Unit 1,,Oracle power station,Thar Electricity [100%],Oracle Power PLC [100.0%],700,pre-permit,2028,,,supercritical,lignite,Thar Block IV,,Singhara,,Thatta,Sindh,Southern Asia,Asia,South Asia,24.840802,70.315075,approximate,,,,,,"8,409","101,000",53.00%,2.9,116.5,TBD,N/A,Unknown,International,N/A,N/A,loan,,,Financing,,,,,,,Shanghai Electric (SEPCO),,,,
G100000110064,L100000103154,Pakistan,https://www.gem.wiki/Thar_Block_VI_power_station,Thar Block VI power station,Unit 2,,Oracle power station,Thar Electricity [100%],Oracle Power PLC [100.0%],700,pre-permit,2028,,,supercritical,lignite,Thar Block IV,,Singhara,,Thatta,Sindh,Southern Asia,Asia,South Asia,24.840802,70.315075,approximate,,,,,,"8,409","101,000",53.00%,2.9,116.5,TBD,N/A,Unknown,International,N/A,N/A,loan,,,Financing,,,,,,,Shanghai Electric (SEPCO),,,,
G100000110220,L100000104808,Philippines,https://www.gem.wiki/Cebu_Energy_power_station,Cebu Energy power station,Unit 3,,,Cebu Energy Development [100%],Manila Electric Co [52.2%],82,operating,2011,,,subcritical,lignite,,,,Toledo City,Cebu,Central Visayas,South-eastern Asia,Asia,SE Asia,10.387158,123.641023,exact,,,,,,"11,313","101,000",53.00%,0.5,12.9,,,,,,,,,,Unknown,,,,,,,,,,,
G100000110218,L100000104808,Philippines,https://www.gem.wiki/Cebu_Energy_power_station,Cebu Energy power station,Unit 1,,,Cebu Energy Development [100%],Manila Electric Co [52.2%],82,operating,2010,,,subcritical,lignite,,,,Toledo City,Cebu,Central Visayas,South-eastern Asia,Asia,SE Asia,10.387158,123.641023,exact,,,,,,"11,313","101,000",53.00%,0.5,12.4,,,,,,,,,,Unknown,,,,,,,,,,,
G100000110219,L100000104808,Philippines,https://www.gem.wiki/Cebu_Energy_power_station,Cebu Energy power station,Unit 2,,,Cebu Energy Development [100%],Manila Electric Co [52.2%],82,operating,2010,,,subcritical,lignite,,,,Toledo City,Cebu,Central Visayas,South-eastern Asia,Asia,SE Asia,10.387158,123.641023,exact,,,,,,"11,313","101,000",53.00%,0.5,12.4,,,,,,,,,,Unknown,,,,,,,,,,,
G100000101688,L100000103200,Philippines,https://www.gem.wiki/Concepcion_power_station,Concepcion power station,Unit 2,,,Palm Concepcion Power [100%],A Brown Co Inc,135,construction,2026,,,CFB,Unknown,,,Nipa,Concepcion,Iloilo,Western Visayas,South-eastern Asia,Asia,SE Asia,11.187582,123.120721,exact,,,,,,"10,442","96,100",53.00%,0.7,26.5,A Brown Company,Private,Privately-owned commercial institution,Domestic,Philippines,,equity,,2,Financing,,,,,,,,,,,
G100000101688,L100000103200,Philippines,https://www.gem.wiki/Concepcion_power_station,Concepcion power station,Unit 2,,,Palm Concepcion Power [100%],A Brown Co Inc,135,construction,2026,,,CFB,Unknown,,,Nipa,Concepcion,Iloilo,Western Visayas,South-eastern Asia,Asia,SE Asia,11.187582,123.120721,exact,,,,,,"10,442","96,100",53.00%,0.7,26.5,N/A,N/A,N/A,International,N/A,,loan,,2,Financing,,,,,,,,,,,
G100000101696,L100000104344,Vietnam,https://www.gem.wiki/Cong_Thanh_power_station,Cong Thanh power station,Unit 2,,,Cong Thanh Thermal Power [100%],Cong Thanh Thermal Power [100.0%],330,cancelled,,,,Unknown,bituminous,,,,Nghi Son Economic Zone,Tinh Gia,Thanh Hoa,South-eastern Asia,Asia,SE Asia,19.358,105.779,exact,,,,,,"9,466","94,600",53.00%,1.4,57.9,Cong Thanh Thermal Power Joint Stock Company,Private,Privately-owned commercial institution,Domestic,Vietnam,N/A,equity,,"1,2",Stopped,,,,"$569,164,818.00","$56,916,481.00","$28,458,240.50","Central South Research Institute, Energy Construction Guangdong Thermal Power Consortium",,,,
G100000100891,L100000102133,India,https://www.gem.wiki/Binjkote_power_station,Binjkote power station,Unit 3,,,SKS Power Generation [100%],Agritrade Resources Ltd,300,announced,2031,,,subcritical,Unknown,,,Binjkote and Darramura,Kharsia,Raigarh,Chhattisgarh,Southern Asia,Asia,South Asia,22.010422,83.205779,exact,"October 5, 2010 – Environmental Clearance; Environmental Clearance Extension: 2016-03-04","Year: 2010, Month: 10, Day: 5",,,,"9,572","96,100",53.00%,1.4,54.1,,#N/A,#N/A,,#N/A,,,,,Unknown,,,,,,,,,,,
G100000100892,L100000102133,India,https://www.gem.wiki/Binjkote_power_station,Binjkote power station,Unit 4,,,SKS Power Generation [100%],Agritrade Resources Ltd,300,announced,2031,,,subcritical,Unknown,,,Binjkote and Darramura,Kharsia,Raigarh,Chhattisgarh,Southern Asia,Asia,South Asia,22.010422,83.205779,exact,"October 5, 2010 – Environmental Clearance; Environmental Clearance Extension: 2016-03-04","Year: 2010, Month: 10, Day: 5",,,,"9,572","96,100",53.00%,1.4,54.1,,#N/A,#N/A,,#N/A,,,,,Unknown,,,,,,,,,,,
G100001000207,L100000102467,India,https://www.gem.wiki/Ib_Valley_Thermal_Power_Station,Ib Valley Thermal Power Station,Stage III Unit 5,,,Odisha Power Generation [100%],Odisha Power Generation [100.0%],660,pre-permit,2029,,,ultra-supercritical,Unknown,,,Banaharpalli,,Jharsuguda,Odisha,Southern Asia,Asia,South Asia,21.690729,83.860096,exact,Terms of Reference: 2023-10-10,,,,,"8,272","96,100",53.00%,2.6,102.8,,#N/A,#N/A,,#N/A,,,,,Unknown,,,,,,,,,,,
G100001000208,L100000102467,India,https://www.gem.wiki/Ib_Valley_Thermal_Power_Station,Ib Valley Thermal Power Station,Stage III Unit 6,,,Odisha Power Generation [100%],Odisha Power Generation [100.0%],660,pre-permit,2029,,,ultra-supercritical,Unknown,,,Banaharpalli,,Jharsuguda,Odisha,Southern Asia,Asia,South Asia,21.690729,83.860096,exact,Terms of Reference: 2023-10-10,,,,,"8,272","96,100",53.00%,2.6,102.8,,#N/A,#N/A,,#N/A,,,,,Unknown,,,,,,,,,,,
G100000109874,L100000102501,India,https://www.gem.wiki/Talabira_power_station,Talabira power station,Stage I Unit 1,,Neyveli Talabira Super Critical Thermal Power Project (NTTPP),NLC India [100%],NLC India [100.0%],800,permitted,2029,,,supercritical,Unknown,domestic,,Talabira,,Sambalpur,Odisha,Southern Asia,Asia,South Asia,21.778342,83.989506,exact,"February 2, 2021 – Environmental Clearance; Terms of Reference: 2017-12-27; Environmental Impact Assessment: 2020-06","Year: 2021, Month: 2, Day: 2",,,,"8,409","96,100",53.00%,3.2,126.7,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,"Bharat Heavy Electricals Limited
",,,,
G100000106532,L100000104354,Zambia,https://www.gem.wiki/Maamba_power_station,Maamba power station,Unit 3,,,Maamba Collieries [100%],Nava Ltd [65.0%],150,pre-permit,,,,CFB,Unknown,Maamba mine,,Maamba Mine,,Sinazongwe district,Southern,Sub-Saharan Africa,Africa,Africa and Middle East,-17.352722,27.18594,exact,,,,,,"10,442","96,100",53.00%,0.7,29.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000106533,L100000104354,Zambia,https://www.gem.wiki/Maamba_power_station,Maamba power station,Unit 4,,,Maamba Collieries [100%],Nava Ltd [65.0%],150,pre-permit,,,,CFB,Unknown,Maamba mine,,Maamba Mine,,Sinazongwe district,Southern,Sub-Saharan Africa,Africa,Africa and Middle East,-17.352722,27.18594,exact,,,,,,"10,442","96,100",53.00%,0.7,29.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
